GENE_ID	55509	29126	10320	3665	5371	6772	6773	
COMMON	BATF3	CD274	IKZF1	IRF7	PML	STAT1	STAT2	
TCGA-EE-A2MJ-06	0.8627	-0.0458	0.6446	0.0416	0.4604	1.0731	1.2429	
TCGA-EE-A2MK-06	-0.5727	-0.0083	-0.2426	-0.3348	0.0109	0.4544	-0.3616	
TCGA-EE-A2ML-06	-0.7741	-0.0431	-0.1834	-0.4343	-0.7607	1.0958	0.3603	
TCGA-EE-A2MM-06	-0.7775	-0.2953	-0.4878	0.3855	0.2744	-0.3010	-0.0274	
TCGA-EE-A2MN-06	0.0142	-0.2254	-0.0041	-0.5797	0.6291	0.4304	-0.3001	
TCGA-EE-A2MP-06	-0.4024	-0.2324	-0.3484	-0.5529	0.2531	0.5086	0.1535	
TCGA-EE-A2MQ-06	-0.4244	-0.1389	-0.4621	-0.5119	-0.2060	-0.4066	-0.5154	
TCGA-EE-A2MR-06	4.9268	1.0092	1.5940	-0.3993	0.1124	0.2950	-1.0667	
TCGA-EE-A2MS-06	-0.7124	-0.3223	-0.3434	-0.8292	-0.5473	-0.7478	1.9893	
TCGA-EE-A2MT-06	-0.7153	-0.3056	-0.5417	0.7788	0.1322	-0.5586	-0.2894	
TCGA-EE-A2MU-06	2.1984	0.1556	0.0192	0.5693	0.1971	2.2760	0.5824	
TCGA-EE-A3AA-06	-0.3991	-0.2480	-0.0191	0.3479	-0.0585	-0.0119	-0.5437	
TCGA-EE-A3AB-06	8.1409	-0.3403	-0.2587	-0.6936	-0.6932	-0.9358	-1.1896	
TCGA-EE-A3AC-06	-0.8323	-0.1714	-0.2565	1.0012	-0.1134	0.2794	1.0504	
TCGA-EE-A3AD-06	-1.0652	-0.3513	-0.5864	-0.5292	-0.7118	-0.8547	0.6058	
TCGA-EE-A3AE-06	0.1056	-0.1064	-0.1717	-0.2572	0.6832	1.9648	0.6332	
TCGA-EE-A3AF-06	-0.8912	-0.3144	-0.3710	-0.5844	0.8081	-0.7647	0.0287	
TCGA-EE-A3AG-06	1.2438	-0.3744	-0.5710	-0.8377	-0.7232	-0.8734	-1.2468	
TCGA-EE-A3AH-06	-0.9028	-0.3414	-0.5424	-0.9817	-0.9316	-0.7403	-0.2521	
TCGA-ER-A193-06	-0.1529	0.5092	-0.1650	-0.2371	1.9408	1.2700	-0.7053	
TCGA-ER-A194-01	-0.4763	-0.3317	-0.3722	1.2220	2.5400	-0.8678	0.7017	
TCGA-ER-A195-06	1.3537	-0.1465	0.0885	-0.0793	-0.4145	0.1377	-0.1827	
TCGA-ER-A196-01	-0.8332	-0.2353	-0.5261	-0.7835	-0.3199	-0.9166	-0.3580	
TCGA-ER-A197-06	0.3446	-0.2421	-0.0429	-0.6222	-0.2335	1.0589	0.0973	
TCGA-ER-A198-06	-0.7909	-0.2383	-0.3431	-0.4921	-0.3031	0.3963	0.6918	
TCGA-ER-A199-06	-0.1910	-0.1465	0.5769	-0.2110	-0.5209	0.4823	-0.1852	
TCGA-ER-A19A-06	0.8925	0.4525	0.8052	0.2047	1.0853	1.4787	-0.1632	
TCGA-ER-A19B-06	0.5496	-0.2549	-0.5606	-0.8960	-0.0019	-0.4727	-0.8060	
TCGA-ER-A19C-06	-0.7913	-0.3321	-0.5312	-0.7979	0.2931	-0.9255	-0.5466	
TCGA-ER-A19D-06	-0.5237	-0.3102	-0.1484	-0.8239	-0.5903	-0.4903	-0.8152	
TCGA-ER-A19E-06	-0.9294	-0.3530	-0.4726	-1.0406	-1.3104	-0.8339	-1.3577	
TCGA-ER-A19F-06	-0.9500	-0.3534	-0.4970	-0.4806	-0.4099	-0.5308	0.6167	
TCGA-ER-A19G-06	-0.1480	0.6186	-0.1717	0.2968	-0.1680	2.3570	0.3679	
TCGA-ER-A19H-06	-0.7173	-0.2569	-0.2287	-0.3225	-0.4192	0.1310	1.2402	
TCGA-ER-A19J-06	-0.6763	-0.2679	-0.4974	-0.8224	-0.9723	-0.6957	-0.4505	
TCGA-ER-A19K-01	-0.8169	-0.2104	-0.5044	-0.7117	-0.0731	-0.5674	0.7348	
TCGA-ER-A19L-06	-0.7329	-0.3326	-0.5060	-0.9727	0.2211	-0.6860	-0.9631	
TCGA-ER-A19N-06	-0.4818	-0.1270	0.3179	-0.2965	-0.3007	-0.3483	-0.6031	
TCGA-ER-A19O-06	-0.1423	-0.3157	0.0708	0.1176	3.5469	-0.6848	0.1283	
TCGA-ER-A19P-06	0.5916	0.0769	2.0445	0.4504	0.8111	1.4642	0.7032	
TCGA-ER-A19Q-06	-0.6309	-0.0972	-0.0993	0.4160	-0.4711	0.4510	0.0798	
TCGA-ER-A19S-06	0.5268	0.3335	0.8891	-0.2795	1.8594	2.9818	0.5346	
TCGA-ER-A19T-01	-0.5623	-0.3742	-0.5807	-0.1626	-0.6127	-0.9241	-1.0598	
TCGA-ER-A19T-06	1.4718	-0.3673	-0.3529	0.2350	0.2101	-0.7790	-0.7984	
TCGA-ER-A1A1-06	1.5541	-0.1436	5.3015	0.5733	-0.3165	-0.4615	-0.2105	
TCGA-ER-A2NB-01	2.6762	-0.3171	-0.4652	1.2582	0.8553	-0.8456	-1.0346	
TCGA-ER-A2NC-06	1.3845	0.0509	-0.1488	-0.6320	-0.4403	-0.7620	-1.1763	
TCGA-ER-A2ND-06	-0.1071	-0.3412	-0.5374	-0.3697	-0.9962	-1.0552	-0.3169	
TCGA-ER-A2NE-06	-1.0602	-0.3534	-0.5846	-0.8173	-0.6057	-0.9474	-0.1807	
TCGA-ER-A2NF-01	-0.5173	-0.1912	-0.0526	0.4332	0.3286	-0.0138	1.2433	
TCGA-ER-A2NF-06	-0.9311	-0.1227	-0.3283	0.9064	0.7717	-0.2867	1.6619	
TCGA-ER-A2NG-06	-0.3698	0.3194	0.1654	0.0283	1.0555	1.3798	0.2674	
TCGA-ER-A2NH-06	0.3257	0.1885	0.4601	0.1221	1.6439	2.7699	1.2250	
TCGA-FS-A1YW-06	-0.9629	-0.3193	-0.4176	-0.8142	-0.1232	-0.9248	-0.7240	
TCGA-FS-A1YX-06	-0.8034	-0.3525	-0.4859	-0.5820	-1.3256	-0.6705	-0.9997	
TCGA-FS-A1YY-06	-0.7911	-0.3554	-0.5482	-1.0438	-0.5822	-1.0862	-0.5446	
TCGA-FS-A1Z0-06	-0.6561	-0.1297	-0.1027	-0.8355	-0.9910	0.9222	-0.6820	
TCGA-FS-A1Z3-06	-0.5330	-0.3417	-0.5191	-0.9868	-0.3014	-0.8106	-0.3609	
TCGA-FS-A1Z4-06	0.1764	-0.1881	1.0976	1.5513	-0.1547	1.0210	-0.5592	
TCGA-FS-A1Z7-06	-0.1478	-0.3493	-0.4389	-0.8719	-0.4407	-0.7360	-0.3804	
TCGA-FS-A1ZA-06	1.8519	-0.2478	-0.4071	-0.9590	-0.8364	-0.3660	-1.3463	
TCGA-FS-A1ZB-06	-0.1538	-0.3238	-0.2177	1.2311	-0.0813	-0.4064	-0.2989	
TCGA-FS-A1ZC-06	3.9409	-0.3752	-0.5635	-0.8773	-0.9971	-0.9942	-1.4764	
TCGA-FS-A1ZD-06	-0.0992	-0.3607	-0.4820	-0.7462	-1.1141	-0.9329	-1.3459	
TCGA-FS-A1ZE-06	-0.5811	-0.3746	-0.5519	-1.0443	-1.2577	-0.9542	-0.9062	
TCGA-FS-A1ZF-06	0.2743	-0.3157	-0.5534	-0.9713	-0.7662	-0.9123	-0.9721	
TCGA-FS-A1ZG-06	-0.9772	-0.3667	-0.5572	-0.8824	-0.2826	-0.7573	0.9909	
TCGA-FS-A1ZH-06	2.8573	-0.2378	0.1105	-0.5206	-0.2657	-0.2351	-0.6130	
TCGA-FS-A1ZJ-06	-0.6142	-0.3582	-0.4733	-1.0367	-1.0597	-0.8368	-1.0101	
TCGA-FS-A1ZK-06	-0.4744	-0.3507	-0.5621	-0.6795	-0.9390	-0.7974	-1.0706	
TCGA-FS-A1ZM-06	1.4826	-0.2583	-0.1260	-0.5472	-0.7506	0.4203	0.4180	
TCGA-FS-A1ZN-01	-0.8088	-0.2690	-0.5654	-0.8255	-0.5863	-0.5439	0.2867	
TCGA-FS-A1ZP-06	-0.9464	-0.1881	-0.0748	-1.1494	-1.0466	-0.5620	0.0230	
TCGA-FS-A1ZQ-06	-0.6910	-0.3034	-0.4503	0.6910	1.5754	-0.5466	0.0586	
TCGA-FS-A1ZR-06	-0.7877	-0.2713	-0.4755	-0.6932	-0.4767	-0.2993	-0.2641	
TCGA-FS-A1ZS-06	-0.8150	-0.3024	-0.4763	0.2019	0.4688	-0.2580	-0.5208	
TCGA-FS-A1ZT-06	-0.8918	0.0168	0.0141	-0.5472	-0.9101	0.3751	-0.5156	
TCGA-FS-A1ZU-06	-0.5990	-0.3718	-0.5424	-1.0668	-1.4106	-1.0629	-1.7238	
TCGA-FS-A1ZW-06	-0.8461	0.0240	0.2258	-1.1104	-1.0965	1.8036	1.4385	
