# Warning:  Unknown gene:  
GENE_ID	571	602	29126	1390	2113	2114	54815	3097	3159	3297	3659	4791	4800	4824	5371	5914	5966	5970	5971	6776	7005	7004	
COMMON	BACH1	BCL3	CD274	CREM	ETS1	ETS2	GATAD2A	HIVEP2	HMGA1	HSF1	IRF1	NFKB2	NFYA	NKX3-1	PML	RARA	REL	RELA	RELB	STAT5A	TEAD3	TEAD4	
TCGA-49-6743-01	1.3171	1.0906	-0.0588	-0.1184	-0.2046	-0.7415	-1.0014	0.4194	0.2063	-1.5871	-0.6979	0.1714	-0.1469	NA	-0.7823	-0.0794	5.7100	-1.2114	2.4883	-0.2650	0.2746	0.7173	
TCGA-49-6744-01	0.1121	-0.7262	-0.3930	-0.0199	1.3206	-0.2490	-0.3476	-0.1459	-0.3527	-0.8697	-0.6888	-0.2422	-0.6324	NA	0.6348	0.3034	0.1407	-0.2341	0.2391	0.6514	-0.1517	-0.0687	
TCGA-49-6745-01	0.6391	-0.6769	3.0740	-0.6595	0.9630	-0.4828	1.0057	1.7286	0.7542	0.0070	0.3829	-0.7508	0.1807	NA	3.3443	0.8105	1.4047	0.4079	-0.6087	-0.1828	-0.4625	-0.0154	
TCGA-49-6767-01	1.4422	-0.8107	0.2285	-1.1135	0.1406	-1.2699	0.5913	0.8542	4.3169	1.2616	0.7653	0.4258	2.4583	NA	0.2229	-1.2241	-1.2237	0.4222	1.3726	-0.0422	2.1308	1.1132	
TCGA-50-5044-01	-1.2448	-0.1699	0.3265	1.1933	0.4718	0.2709	1.6791	-0.0409	3.3877	3.6884	-0.5275	0.6719	-0.3038	NA	3.9309	0.6348	-1.4159	1.4430	-0.8653	-1.0572	0.1349	2.2187	
TCGA-50-5051-01	-1.2918	1.2987	-0.6095	0.3669	-0.8368	-0.3075	0.1707	-0.8299	-0.4966	3.6711	-0.6135	-0.7188	-1.5467	NA	-0.8366	1.1633	-0.9579	0.5174	-0.8850	-1.3082	0.2085	-0.1840	
TCGA-50-5072-01	0.5423	-0.2360	-0.4976	2.9869	-0.5666	-0.0042	-0.2072	-0.4423	0.6730	2.7343	-0.9151	1.4617	-0.1307	NA	-0.3350	-1.1808	-0.6404	-1.1043	0.3680	-0.8585	1.0365	4.1906	
TCGA-50-6590-01	-0.2694	0.2564	1.4212	0.1362	0.9312	-0.7585	2.4567	0.5278	1.1962	3.7914	1.4904	0.6929	-0.5577	NA	0.1100	-0.8078	-1.0370	1.5861	3.0477	1.1583	1.6537	7.2454	
TCGA-50-6595-01	0.3451	-0.2257	1.5635	0.4691	2.1135	-0.4130	1.1585	1.4502	2.4732	-0.0884	1.2885	-0.0962	0.7228	NA	1.6969	0.5570	-1.2039	0.1216	0.9111	-0.4317	0.0213	2.8952	
TCGA-50-6597-01	-0.7172	0.1817	-0.6614	-0.5325	-0.8708	-0.1819	2.5377	-1.3999	-0.3988	0.0815	-0.0994	0.4636	-0.0159	NA	0.9130	1.1564	-1.3666	1.2317	-1.2337	-0.6949	-1.1231	-1.3736	
TCGA-55-6642-01	0.3067	0.1028	-0.4307	0.4934	0.6247	-0.9467	-0.5343	1.4176	-0.3489	0.0108	-0.1468	-0.8564	-0.4341	NA	-0.5286	0.2968	0.1857	0.1174	-0.9178	-0.4361	-0.4001	-0.7822	
TCGA-55-6712-01	0.3854	-1.1782	0.2828	-0.1776	4.5570	-0.8037	-0.3982	2.7302	1.9412	1.6246	1.0599	0.5539	-0.0769	NA	0.3875	-0.9288	0.3917	2.6916	0.2167	-0.6625	-0.3214	-0.6639	
TCGA-71-6725-01	-0.6244	0.1447	-0.6047	-0.5983	-1.1908	-0.8850	0.8736	-0.1495	0.1688	1.9904	-1.1523	-0.6555	-0.2710	NA	-0.6501	2.1653	-0.7526	2.5549	-0.9892	-0.1946	2.6443	1.0262	
TCGA-91-6828-01	0.8318	-0.2732	-0.3018	-0.6618	0.5047	1.8211	-0.8382	0.8046	-0.5064	1.8027	-0.0290	-0.7635	0.8742	NA	-0.7105	-0.5416	2.8165	-0.8685	-0.5052	-0.2561	-0.7656	-1.0799	
TCGA-91-6829-01	0.4554	-1.1043	-0.3566	0.1238	-0.0274	-0.9856	-1.6613	0.5452	0.1111	0.2126	-1.0704	-0.9761	0.9872	NA	-0.4134	0.8362	-0.3317	0.2543	-1.2793	-0.3711	0.5861	0.7912	
TCGA-91-6831-01	-0.1304	1.2883	-0.4173	1.2588	-0.6726	-0.3857	-1.2917	-0.3721	-0.0131	0.4491	-0.3774	-0.7473	0.0876	NA	-0.8093	-0.7818	1.1175	2.7454	-0.8385	-0.6849	0.1862	0.3867	
TCGA-91-6835-01	1.1372	-0.5043	0.0247	-0.6515	1.7220	-0.7695	-0.5257	1.8175	-0.4765	-0.9053	-0.0472	-0.1175	5.3198	NA	-0.4953	-0.4080	2.6656	-0.6158	0.7344	2.0996	-0.6902	-0.8660	
TCGA-91-6836-01	-1.0988	2.3139	0.2458	1.4387	-0.9352	-1.0317	-0.1570	1.6929	0.1005	1.1241	-0.6437	-0.3524	0.2816	NA	-0.7835	-0.3271	4.3029	2.4695	-0.4299	-1.1714	-1.4897	-0.1951	
TCGA-49-6761-01	-0.4264	1.0136	0.7900	0.8964	-0.3242	-0.9927	1.7226	0.6345	-0.1861	5.0738	0.0184	0.2732	6.9061	NA	-0.1661	-0.4933	-0.2849	1.3428	0.9124	0.2659	0.0039	-0.1602	
TCGA-50-6673-01	2.6729	-0.6419	-0.5793	-0.2627	0.1081	0.1606	0.2113	3.1588	0.1553	1.7571	-1.0929	-0.9357	3.7911	NA	-0.2371	-0.2201	0.4678	-0.4972	-0.4333	-0.3745	0.8154	0.5396	
TCGA-55-6968-01	-0.0253	-0.8110	-0.1664	0.0869	-0.1870	-0.7916	-0.0431	-0.6358	0.2134	0.8747	0.1265	-0.9699	-0.0593	NA	-0.8092	-1.4281	-1.0244	-0.4843	-0.7847	1.2756	-2.2277	-0.6786	
TCGA-55-6969-01	0.2663	0.8010	-0.3596	0.7216	-0.1121	0.2794	-0.8726	-0.2890	-0.2392	2.6475	0.3224	0.9574	-0.8531	NA	-0.5043	-0.6143	-0.9262	0.7896	2.0368	0.0735	-0.4222	-0.2784	
TCGA-55-6970-01	0.2857	-0.5306	-0.2127	0.6839	-0.0026	-0.1567	-1.0074	-0.4196	0.7458	1.1976	-0.4666	-0.2497	3.4991	NA	-0.8170	-0.9990	1.3575	-1.4758	-0.6338	-0.3885	0.1856	0.0039	
TCGA-55-6971-01	0.0599	5.3215	-0.0352	1.1453	1.0475	-0.1571	0.5934	-0.0343	-0.6614	-0.6182	1.2594	0.9870	-0.7367	NA	0.1335	-0.6469	0.8283	-0.6909	4.1874	0.7803	-1.1793	-0.6325	
TCGA-55-6972-01	-1.2039	-1.2610	-0.6738	0.2740	-1.3280	-1.2904	-1.1550	-1.9694	-0.1486	0.9300	-1.3074	-0.4440	0.0404	NA	-1.1357	-1.2309	-1.0547	-2.1566	-1.5457	-1.5295	0.4867	-0.6142	
TCGA-55-6975-01	1.0390	-0.8080	-0.6544	0.3456	0.6804	0.7229	-0.6001	0.8212	0.1274	-0.2247	-1.0487	1.1601	-0.1818	NA	-0.5003	-0.9739	-0.5601	-0.0552	-0.1235	-1.0588	1.1098	2.4449	
TCGA-55-6978-01	1.2211	-0.5184	2.3718	0.1703	2.3001	-0.9252	0.6101	1.0174	1.4883	0.9566	2.9414	0.2471	1.3521	NA	2.9296	-1.0557	-0.3706	-0.3358	0.6455	1.2743	-0.3354	1.1015	
