GENE_ID,5916,6256,7008,55509,10320,3665,5371,6772,6773
COMMON,RARG,RXRA,TEF,BATF3,IKZF1,IRF7,PML,STAT1,STAT2
TCGA-EE-A2GJ-06,0.4188,-1.0982,-0.0881,-0.2666,-0.0293,-0.2570,-0.5876,0.7622,0.7334
TCGA-EE-A2GK-06,-1.0838,-0.3836,-0.4593,1.7969,4.8533,1.6612,-0.2578,-0.5427,-0.6161
TCGA-EE-A2GL-06,0.7723,-1.2238,-0.1131,0.3982,1.0759,0.3307,-0.4180,-0.5034,-0.9904
TCGA-EE-A2GM-06,-0.5015,-1.0538,-1.1661,-0.6596,-0.5229,-1.0853,-0.7990,-0.5270,0.1187
TCGA-EE-A2GN-06,1.2324,2.7347,0.1034,-0.6379,-0.5115,-0.8881,0.0494,-0.7540,-0.6257
TCGA-EE-A2GO-06,1.0877,-0.8991,1.4582,0.4945,-0.5655,-0.8721,1.1269,-0.9095,-1.3366
TCGA-EE-A2GP-06,-0.2363,-0.1633,-0.8478,-0.3121,-0.3280,-0.5669,-0.9092,-0.6294,-0.8077
TCGA-EE-A2GR-06,-1.2025,-1.6171,0.8509,-0.8235,-0.5795,-0.7884,-0.9225,-1.0114,-0.7331
TCGA-EE-A2GS-06,0.0175,-0.6880,-0.9344,-0.6157,-0.4864,1.8984,0.0210,1.9817,0.8758
TCGA-EE-A2GT-06,-0.7136,-0.2903,0.3117,-0.1246,1.1410,0.0657,-0.4345,-0.8057,-0.4487
TCGA-EE-A2GU-06,-0.9983,-0.7251,-0.6174,0.2179,-0.0708,-0.4238,1.3717,2.6254,-0.0980
TCGA-EE-A2M5-06,0.2642,-0.7424,-0.8814,1.7986,-0.4215,-0.7786,-0.3276,-0.4040,-1.2711
TCGA-EE-A2M6-06,-0.4754,-0.4395,-0.3913,0.5146,-0.3567,-0.8917,-1.1569,-0.8475,-1.6454
TCGA-EE-A2M7-06,3.6749,0.8419,5.6356,-0.7397,0.0497,-0.4125,-0.1012,-0.0648,-0.8867
TCGA-EE-A2M8-06,-0.0256,-0.5920,0.1849,0.0487,1.5013,0.0131,0.8731,2.9365,1.6040
TCGA-EE-A2MC-06,-1.2212,-1.3146,-0.6871,2.8910,0.0978,0.1535,0.5123,0.4342,-0.1027
TCGA-EE-A2MD-06,-0.7730,0.3579,-0.8730,-0.9777,-0.3378,-1.0194,-0.2181,-0.5703,-0.3667
TCGA-EE-A2ME-06,-1.0042,-0.4572,0.9300,0.9278,2.9015,-0.2081,0.0174,1.8953,0.3096
TCGA-EE-A2MG-06,-0.8907,-0.1433,-0.6532,0.6619,1.6205,0.6090,-0.1081,-0.1918,-0.2725
TCGA-EE-A2MH-06,0.2748,-1.3967,0.4469,0.7460,0.2185,0.5210,-0.5611,0.2209,0.6240
TCGA-EE-A2MI-06,-1.3353,0.4425,0.2655,0.3979,-0.1611,-0.7122,-0.5016,0.3380,-0.8061
TCGA-EE-A2MJ-06,-0.8529,-0.8605,0.7422,0.8627,0.6446,0.0416,0.4604,1.0731,1.2429
